%Timestamp,date;timestamp;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;pupilsize;eyetrackertime;nplanes;lastaction;lastactiondetails;positivescore;negativescore
03:51:05:3200;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(0.0, 0.0);
03:51:05:3300;12;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3300;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3500;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3800;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:3900;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:4100;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:4300;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:4600;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:4700;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:4900;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:5100;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:5200;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:5600;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:5800;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6000;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6000;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6200;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6400;5;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6600;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:6800;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:7000;10;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:7200;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:7400;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:7700;9;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:7900;15;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:8100;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:8300;0;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
03:51:05:8500;4;-1.5;1;0;0;0;0;1;1;1;1;;getestet;2;0;0;0;0;();(-2000.0, -2000.0);
